type,sub_type,listPrice,sqft,stories,beds,baths,baths_full,baths_full_calc,garage,year_built,sanitized_property_summary
single_family,,2295000.0,5654.0,2.0,5.0,7.0,6.0,6.0,6.0,2017.0,"Set on a private acre within an exclusive enclave, this custom estate blends timeless elegance with modern luxury living. Just minutes from premier shopping, dining, and top-rated schools, the property offers rare seclusion without sacrificing convenience."
condos,condo,2995000.0,3011.0,3.0,3.0,4.0,3.0,3.0,2.0,1986.0,"Perched high on the bluff within the exclusive guard gated community, this exceptional end unit residence is ideally situated on a single loaded street. Thoughtfully reimagined to elevate both style and livability, the home offers a beautifully open layout with expansive windows that frame the breathtaking coastline."
single_family,,535000.0,1575.0,1.0,3.0,2.0,2.0,2.0,2.0,2024.0,"3-bedroom, 2-bath residence offers the rare advantage of being better than brand new. Unlike typical new construction, this home is fully completed and truly move-in ready."
single_family,,339900.0,1058.0,1.0,3.0,2.0,2.0,2.0,2.0,1963.0,This single story home features three comfortable bedrooms and two full bathrooms. The property sits on a generously sized lot approximately 100 feet wide by 218 feet deep. The entire expansive lot is completely secure with fencing.
single_family,,1250000.0,1328.0,1.0,3.0,2.0,1.0,2.0,2.0,1953.0,"Sprawling over 11,000 square feet, this property isn't just a home-it's a lifestyle destination. The turnkey, one-level 3-bedroom, 2-bathroom home has been refreshed for its next chapter. Imagine ""vacation at home"" vibes and the potential for resort living!"
single_family,,429000.0,1837.0,2.0,3.0,3.0,2.0,2.0,2.0,1989.0,"This beautiful property, located in the lovely gated 55+ golf community boasts an eastern exposure to the fairway and offers spectacular views of the and. This charming home features three bedrooms and three baths."
land,,49900.0,,,,,,,,,The lot features a neighborhood view and is on a quiet residential street. Property utilities such as public water are accessible at street level.
single_family,,588000.0,2380.0,1.0,4.0,3.0,3.0,3.0,3.0,2018.0,"4-bedroom, 3-bath residence offers comfort, efficiency, and refined living. Energy-efficient features help reduce utility costs and enhance year-round comfort. Low HOA dues of $ provide access to amenities including three pools, children's play areas, and a basketball court."
mobile,,170000.0,672.0,,2.0,1.0,1.0,1.0,2.0,1981.0,"2-Bedroom, 1-Bath Mobile Home in the city. Ideal for first-time buyers, downsizing or anyone seeking and affordable and comfortable living option."
townhomes,townhouse,535990.0,1380.0,2.0,3.0,3.0,2.0,2.0,2.0,2026.0,"Plan One offers 3 bedrooms, 2.5 bathrooms, and 1,380 sq. ft. of thoughtfully designed living space. Located in the heart this low-maintenance home is just minutes from the 91 Freeway."
single_family,,479900.0,2051.0,2.0,4.0,3.0,3.0,3.0,2.0,2021.0,"Built 2021, 2,051 sq ft, no HOA, not in flood zone, 2-car garage. Solar panels are fully paid and transferable at no cost. Property is connected to sewer and serviced by the City of for water."
single_family,,770000.0,2177.0,2.0,3.0,3.0,2.0,2.0,2.0,2021.0,"3 spacious bedrooms, 2 bathrooms, and a versatile loft-perfect as a home office, playroom, or additional lounge area. Energy-efficient solar panels offer sustainability and savings. Well-maintained backyard complete with lush landscaping and a covered patio."
condos,condo,725000.0,762.0,1.0,1.0,1.0,1.0,1.0,0.0,1979.0,"1-bedroom, 1-bath lower-level end-unit condo located in the highly coveted coastal community. Tucked away in a quiet, private, and serene setting within ""The Villas of Lomas Santa Fe"" Thoughtfully remodeled by the previous owner with ""top-shelf"" finishes and smart-home features."
mobile,,171500.0,1560.0,,3.0,2.0,2.0,2.0,,1989.0,"3-bedroom, 2-bath mobile home features approximately 1,600 sq ft of bright, open living space. Luxury vinyl plank flooring flows throughout, complemented by fresh interior paint and thoughtfully designed open layout."
single_family,,249000.0,608.0,1.0,2.0,1.0,1.0,1.0,,1979.0,"2-bedroom, 1-bath cabin ideally located between and. This charming home combines the warmth of a cozy mountain retreat with the comfort of modern upgrades throughout. Located minutes from and, this home offers access to endless year-round activities."
single_family,,960000.0,1821.0,1.0,3.0,2.0,2.0,2.0,,1965.0,"Nestled within a quiet cul-de-sac in a desirable neighborhood, a beautifully maintained home showcasing true on an expansive 11,000 sq ft lot. With 1,821 sq ft of living space, this 3-bedroom, 2-bath residence offers an inviting open layout."
single_family,,449000.0,1118.0,1.0,2.0,2.0,1.0,1.0,2.0,2016.0,"Custom built home awaits it's new owner. Eye catching ornamental iron finishes greets you from the main front door to the back door exit. Adorable raised garden bed is sure to support your organic needs, shaded with sculpted olive trees."
single_family,,1550000.0,3140.0,1.0,5.0,6.0,5.0,5.0,2.0,1965.0,"Turnkey property combines style, flexibility, and long term potential in a desirable neighborhood. The interior has been fully remodeled with quality finishes, creating a bright, cohesive, and inviting atmosphere with excellent flow and functionality."
single_family,,649000.0,1090.0,1.0,3.0,2.0,2.0,2.0,1.0,1921.0,"3-bedroom, 2-bath residence offers 1,090 sq ft of thoughtfully designed living space and a detached one-car garage. Original hardwood floors add timeless character."
single_family,,875000.0,1552.0,1.0,4.0,2.0,1.0,2.0,2.0,1958.0,4 bedroom home in a popular location. The inside of the home was recently painted and new carpet was installed in the bedrooms. Electrical panel was just replaced and upgraded to a 200 panel.
single_family,,2999000.0,3502.0,2.0,3.0,4.0,4.0,4.0,,1940.0,"Gated Tuscan-inspired villa offers the perfect balance of privacy, romance, and sweeping city views. Interiors rich with artisan craftsmanship, coffered ceilings, hand-forged ironwork, and dark wood floors."
single_family,,297000.0,936.0,1.0,2.0,2.0,2.0,2.0,,2002.0,"Nestled in the serene mountains, this cozy 2-bedroom, 2-bath home offers the perfect blend of comfort and nature. Set on a generous 11,916 square foot lot, you'll be surrounded by beautiful trees and breathtaking scenery."
single_family,,835000.0,1640.0,1.0,3.0,3.0,3.0,3.0,1.0,1939.0,"Beautiful, fully remodeled three-bedroom, three-bathroom home features an open floor concept that's perfect for entertaining. The home has been extensively upgraded with all-new recessed lighting throughout, brand-new flooring, new countertops and cabinets."
single_family,,849000.0,1048.0,1.0,4.0,2.0,2.0,2.0,,1955.0,"4-bedroom, 2-bathroom home nestled in the city. Features an inviting open floor plan, kitchen with granite countertops, newly remodeled bathroom, private backyard pool and sitting area for entertaining guests. Bonus space has a separate entrance for the 4th bedroom and bathroom."
single_family,,2895000.0,882.0,1.0,1.0,1.0,1.0,1.0,,1959.0,"60 feet of private, quiet, breathtaking views with French doors in every room that open up to the waves crashing below. It is a surfer's paradise with one of the best surfing swells in the country a few feet from your front door."
single_family,,413000.0,1398.0,1.0,3.0,2.0,2.0,2.0,2.0,1963.0,"3 bedroom, 2 bath home tucked away in a quiet cul-de-sac. The private primary bedroom includes its own bathroom with a shower. The spacious backyard is ideal for entertaining and features a refreshing swimming pool."
condos,condo,579000.0,1224.0,2.0,3.0,2.0,2.0,2.0,,1981.0,"Condo offers comfort, convenience, and exceptional value. Well-maintained home features a smart, functional layout with two bedrooms and a full bathroom. Community amenities include a pool, us visitors parking, exterior maintenance, trash service, and more."
single_family,,665000.0,1645.0,1.0,3.0,2.0,2.0,2.0,2.0,1978.0,"3-bedroom, 2-bathroom home on 9,148 sq ft lot in Riverside neighborhood. Primary suite features a massive walk-in closet, creating a true retreat with room to spare. Two-car garage includes a built-in optional 4th bedroom or office."
single_family,,1299000.0,1219.0,1.0,2.0,1.0,1.0,1.0,2.0,1930.0,"The 1930s Spanish home is set on a corner lot in the coveted, tree-lined neighborhood. The first of two spacious bedrooms features a walk-in closet and an attached alcove, perfect for a home office, dressing area, or nursery. The bathroom showcases beautiful original tile with a separate tub and shower."
single_family,,599000.0,2182.0,2.0,5.0,3.0,3.0,3.0,2.0,1985.0,"5 Bedroom, 3 Bath home in one of a most desirable neighborhoods. 2,182 sq ft of living space on a 7,187 sq ft lot."
land,,22500.0,,,,,,,,,"Located at the end of a quiet cul-de-sac, it is zoned and spans approximately 0.14 acres. The lot backs up to an alley, providing easy access from both ends."
single_family,,439500.0,1350.0,1.0,3.0,2.0,2.0,2.0,2.0,1977.0,"This well-maintained home offers a functional layout with a spacious kitchen that opens to the main living area. The generous square footage provides flexibility for families, remote work, or multi-use living spaces. Recent interior improvements include brand new water heater, fresh paint and professional cleaning."
single_family,,499900.0,1480.0,1.0,2.0,2.0,2.0,2.0,2.0,,"DAISY offers an open great room with spacious kitchen, large island and covered patio. Residents enjoy access to a 4,500-square-foot clubhouse with a swimming pool, pickleball courts, a putting green, horseshoes, a walking trail, etc."
condos,condo,799000.0,1138.0,4.0,2.0,2.0,2.0,2.0,,1987.0,"Newly remodeled and beautifully finished, this light-filled 2-bedroom, 2-bath condo offers turnkey living in the heart. The home features brand-new kitchen and bathroom updates, new flooring, and new in-unit washer/dryer."
single_family,,640000.0,2518.0,2.0,4.0,5.0,3.0,3.0,2.0,1958.0,"Situated on.57 acres at the end of a peaceful cul-de-sac, this 4-bedroom, 5-bath home is rich with character. Intricate wood inlay floors, exposed beam ceilings, and an inviting brick fireplace create timeless charm."
townhomes,townhouse,610000.0,1664.0,2.0,3.0,3.0,3.0,3.0,2.0,1977.0,"Glenbrook is a gated townhouse community in featuring well-kept residences and attractively landscaped grounds. Residents enjoy amenities such as a community pool, spa, and clubhouse. Security is enhanced with controlled access gates, security cameras, and patrol service."
single_family,,1995000.0,2662.0,1.0,3.0,2.0,2.0,2.0,2.0,1962.0,"Mid-century modern home offers abundant natural light, beautiful ocean, island, and city views, and versatile living options. The floor plan includes three bedrooms and two bathrooms, along with a separate family room that could serve as a fourth bedroom. Sun-filled interiors are highlighted by vaulted ceilings, expansive windows, generous living areas, and oak hardwood floors."
single_family,,885000.0,1895.0,2.0,3.0,3.0,1.0,2.0,2.0,1980.0,"Three-bedroom, 2.5-bath home is on the market for just under $1.5 million. The home features a lush, spacious backyard with a stylish pergola."
single_family,,938014.0,1608.0,1.0,4.0,2.0,2.0,2.0,2.0,1971.0,"4 Bedrooms, 2 bathrooms, single level, owned solar, solar heated pool and renovated! and fall in love with ive. One of those exquisite homes that seamlessly blends comfort, style and functionality."
single_family,,519900.0,1691.0,2.0,3.0,3.0,2.0,2.0,2.0,2019.0,"The heart of this home is undoubtedly the kitchen, where culinary dreams come to life amidst the elegance of stone countertops and the classic charm of shaker cabinets. Step outside and discover the patio, an inviting space for outdoor enjoyment, where the fenced backyard provides privacy and security."
single_family,,649000.0,1008.0,1.0,2.0,1.0,1.0,1.0,2.0,1946.0,"This large family home is in need of some, but lots to offer. Previous owner used this property as a ep down den. Approximately 1551 sqft of living area (3rd bedroom and step down den, 543. done without permits). A deep (150 foot) lot with detached 2 car garage perfect for an ADU with its own private yard."
single_family,,895000.0,1551.0,1.0,3.0,2.0,2.0,2.0,,1900.0,"Three-bedroom, two-bath 1900 bungalow offers three bedrooms and two baths. Thoughtful upgrades, including a newer roof and owned solar array with battery backup, provide peace of mind. Outside, an enchanting yard unfolds beneath a storybook weeping willow and graceful birch trees."
single_family,,1648000.0,2221.0,1.0,3.0,4.0,3.0,3.0,2.0,1948.0,"The property is enhanced by mature trees, a sparkling pool, and serene mountain views. The fully fenced backyard offers an ideal setting for children and pets. A detached, oversized two-car garage features a convenient poolside bathroom."
single_family,,1550000.0,1705.0,1.0,2.0,1.0,1.0,1.0,,1947.0,"Property is located in a desired area with a unique equestrian culture experience, residential area, industrial corridors with a beautiful history of cattle and avocado farming. Featuring a lot size of 43,995.6 (1.01) ACRE of land."
single_family,,895000.0,2492.0,1.0,3.0,2.0,1.0,1.0,,1994.0,"Set on an expansive greenbelt lot in one of most sought-after locations, this property redefines what it means to come. Offering three bedrooms, two and a half baths, along with a spacious three car garage, side yard parking."
single_family,,2149999.0,2808.0,1.0,4.0,3.0,3.0,3.0,3.0,1999.0,"Single-Story View Home With 4 Bedrooms, 3 Bathrooms, 2808 SF Of Living Space Nestled On 5 Usable Acres With Gated Entry For Added Privacy. Charming Flagstone Path Winds Through Garden To The Front Door & A Spacious Covered Patio With Stunning Scenic Views."
single_family,,779000.0,2933.0,2.0,5.0,3.0,3.0,3.0,2.0,2025.0,"5 bedrooms, 3 baths, and a generous upstairs loft. Chef-inspired kitchen is a true showstopper. Vaulted ceilings, stylish laminate flooring, and designer finishes bring warmth, character, and sophistication."
land,,325000.0,,,,,,,,,"Lot 73 sits on a hilltop with sweeping views and the surrounding vineyards. The parcel includes plans for a 4, 700 square foot custom home and paid water meter. spans 850 acres with only 146 homesites."
single_family,,675000.0,2156.0,1.0,5.0,3.0,2.0,2.0,2.0,1990.0,"5-bedroom, 2.5-bathroom family home offers 2,156 sq ft of spacious living on a generous 8,400 sq ft lot. Stunning 5-Bedroom Oasis with Private Pool - Move-In Ready!"
single_family,,798000.0,1086.0,1.0,3.0,2.0,2.0,2.0,2.0,1954.0,"The home has just completed a full interior renovation and is truly move-in ready. Recent upgrades include brand-new flooring throughout, a completely updated kitchen with new counter tops, newly remodeled bathrooms, and fresh interior paint."
single_family,,675000.0,1156.0,1.0,3.0,2.0,2.0,2.0,1.0,1961.0,"3-bedroom, 2-bath home is brimming with potential and ready for a new vision. Perfect for investors, enthusiasts, or buyers eager to create a custom. Main residence overlooks a private backyard featuring a pool, patio, and garden."
single_family,,1795000.0,2311.0,1.0,3.0,3.0,2.0,2.0,2.0,1958.0,"Gated and set back from the street, this single-story mid-century home offers a well-designed floor plan with open living spaces. Private backyard with a lounging pool/spa, covered patio, and deck."
condos,condo,599000.0,664.0,4.0,1.0,1.0,1.0,1.0,,1973.0,"1-bedroom, 1-bath condo located just steps in the most desirable pocket. Flooded with natural light, the open living space features wide-plank floors, a cozy fireplace, and floor-to-ceiling sliding glass doors."
condos,condo,389900.0,610.0,1.0,1.0,1.0,1.0,1.0,1.0,1983.0,"1 bedroom, 1 bathroom, open galley kitchen and a spacious outdoor patio. Enjoy scenic resort style scenery including streams, ponds, and mature trees, pool, jacuzzi, baseball and tennis courts. Located near top-rated schools, shopping centers, parks, and local hiking trails."
single_family,,998000.0,1478.0,2.0,2.0,1.0,1.0,1.0,,1940.0,"2 bedrooms, 1 bath with a formal living room, formal dining room, eat-in kitchen, and expansive garage area with high ceilings offer significant potential. Built during the great expansion of neighborhood, the home reflects the solid and attractive architecture of the era."
condos,condo,1199000.0,664.0,2.0,1.0,1.0,1.0,1.0,,1973.0,"One bedroom, one bath condo in the front row D building, closest to the ocean. Gated and guarded community with onsite manager five days a week. Resort style living at it's finest with two tennis courts, heated pool, large spa, gym, sauna, and clubhouse."
single_family,,634900.0,2127.0,1.0,4.0,3.0,3.0,3.0,2.0,1960.0,"The living room provides a welcoming retreat, centered around a comforting fireplace that promises warmth during cooler evenings. The family room thoughtfully integrated built-in shelves offer both aesthetic appeal and practical storage. A private pool offers an invigorating escape for leisure and recreation, all encompassed within a secure, fenced backyard."
single_family,,573600.0,1725.0,2.0,4.0,3.0,2.0,2.0,2.0,2026.0,"Homes range from 1,575 to 1,900 sq. ft. Residence 1725 plan has 4 bedrooms and 2.5 baths. Great Room, Dining and Kitchen space right-sized for entertaining and celebrations."
single_family,,439900.0,1240.0,2.0,3.0,2.0,1.0,1.0,,1966.0,"A lovingly kept A-Frame that hasn't been offered in 24 years. Main floor features a cozy living room, dining area, kitchen, full bath and two bedrooms. Upper level offers a bright loft, a third bedroom, a half bath and laundry hookups."
single_family,,499000.0,839.0,1.0,2.0,1.0,1.0,1.0,2.0,1985.0,This 2/1 property is located close to the 60 Freeway. The property is move-in ready.
mobile,,129900.0,1368.0,1.0,2.0,2.0,2.0,2.0,,1974.0,"2 bedrooms, 2 bathrooms, living room, oversized family room. Property needs work."
single_family,,499000.0,1550.0,1.0,3.0,2.0,2.0,2.0,2.0,1990.0,"Single-story home located in sought-after 55+ neighborhood. Thoughtfully designed with 3 bedrooms and 2 bathrooms. Easy, flowing floor plan ideal for relaxed living."
single_family,,1495000.0,3768.0,2.0,4.0,4.0,3.0,3.0,3.0,2005.0,"4-bedroom, 3.5-bath corner lot pool home in the private, guard-gated community. Main floor offers two bedrooms with walk-in closets and custom built-ins. Upstairs, you'll find flexible living space including a large bonus room, a loft with built-in desk, and a guest bedroom."
single_family,,890000.0,1913.0,2.0,4.0,3.0,2.0,2.0,2.0,2003.0,"Move-in-ready residence features a light-filled living space with elegant wood flooring throughout both levels and the staircase. Residents enjoy access to a sparkling swimming pool, Jacuzzi spa, and playground, all within a beautifully maintained, secure gated community."
condos,condo,1595000.0,879.0,1.0,2.0,2.0,2.0,2.0,1.0,1973.0,"2-bedroom, 2-bath condo offers elevated coastal living just moments from downtown and iconic. Thoughtfully redesigned with high-end finishes."
single_family,,557000.0,1190.0,1.0,3.0,2.0,2.0,2.0,2.0,1981.0,"Newly renovated home offers 1,190 square feet of living space. Move-in-ready property combines modern upgrades with a peaceful neighborhood setting."
single_family,,599999.0,2463.0,2.0,5.0,3.0,3.0,3.0,2.0,2012.0,"The home is located in a highly desirable school district near sports parks and outdoor recreation. A main-level bedroom is conveniently located next to a full bathroom-ideal for guests or flexible living needs. Step outside to an oversized backyard with endless potential for entertaining, playtime, or relaxing evenings."
single_family,,465000.0,1620.0,1.0,4.0,2.0,2.0,2.0,2.0,1958.0,"Four bedrooms and two bathrooms on a quiet cul-de-sac. Recent upgrades include a newer roof, updated electrical system, efficient air conditioning, and dual-pane windows."
single_family,,739000.0,2658.0,2.0,3.0,3.0,2.0,2.0,2.0,1986.0,"Set on nearly a third of an acre, this property offers the space to roam, to entertain, or to retreat into your own quietude, without HOA dues. With a classic architectural grace rooted in tradition, it embraces modern comforts and where function meets charm."
land,,325000.0,,,,,,,,,"The property is located in the heart of the city. It offers the opportunity to build 2 offices, CONDO units or a small retail store."
single_family,,900000.0,4500.0,1.0,7.0,4.0,4.0,4.0,,,"offers the flexibility to become whatever its new owner desires: a family compound, an equestrian retreat, a wedding venue, or a training facility for horses. The property has been lovingly maintained by the same family for generations, and their care is evident in every detail."
condos,condo,649000.0,936.0,1.0,2.0,2.0,1.0,2.0,1.0,1992.0,"Nestled among lush green trees in a peaceful, nature-rich community, this home offers the neighborhood's most sought-after floor plan-with no one above or below for ultimate privacy. Enjoy resort-style amenities, including two sparkling community pools, spa, clubhouse, and fitness center."
single_family,,854958.0,2732.0,1.0,3.0,3.0,3.0,3.0,3.0,2003.0,"3 bedrooms, 3 bathrooms, an office, and multiple living areas. 's kitchen is a showstopper with stainless steel appliances. Enjoy designer touches throughout, including high-end plank flooring, custom paint, coffered ceilings, tube skylights, and plantation shutters."
single_family,,1290000.0,2988.0,2.0,4.0,5.0,4.0,4.0,2.0,1982.0,"Nearly 3,000 square feet on FEE land with 4 baths. Main floor Primary PLUS 2nd floor Primary with large deck and two additional en-suite bedrooms. Gorgeous maple hardwoods, updated and enlarged chef's kitchen, dual car attached garage. Private rear yard with new spool with washed concrete decking."
single_family,,1150000.0,1504.0,1.0,2.0,1.0,1.0,1.0,2.0,1925.0,"Two bedroom, one bath residence with a versatile bonus room spans 1. Filled with original character, the home features hardwood floors, a classic brick fireplace, arched details, and timeless architectural charm throughout."
single_family,,695000.0,1710.0,1.0,4.0,2.0,2.0,2.0,3.0,1988.0,"4 bedrooms, 2 bathrooms, an open concept kitchen with a stunning 9 foot island and a 3-car garage. Low-maintenance landscaping makes upkeep simple with no rear neighbors and a great view. This property combines modern upgrades with everyday comfort and has no HOA and low taxes."
condos,condo,269000.0,768.0,1.0,1.0,1.0,1.0,1.0,,1974.0,"1-bedroom, 1-bath ground-level condo located in the heart. The spacious bedroom offers privacy and includes a walk-in closet. Multiple community laundry facilities are located on the premises."
land,,1300000.0,,,,,,,,,"The 25,536 square foot lot rises above the existing driveway to a wide, flat pad. The original pool remains and may be eligible to incorporate without additional permitting. The property is complimented by mountain and city views."
condos,condo,499000.0,816.0,1.0,2.0,2.0,2.0,2.0,1.0,1991.0,"Phenomenal home located in the this Exceptional condo is ready for a new owner. Perfectly set within a gated, well-maintained gated community surrounded by lush landscaping, mature trees, and greenbelts."
single_family,,1049500.0,3443.0,2.0,4.0,3.0,3.0,3.0,3.0,2001.0,"Located in the coveted, tucked away on a much desired cul-de-sac, with award winning schools. This features 4 bedrooms /potential 5th bed + Loft/Flex Room, and low-maintenance grounds."
land,,71000.0,,,,,,,,,Located in a well stablished community close to schools this lot is a great opportunity to develop. The community of fast! don't wait and stop by to preview this lot.
single_family,,639950.0,2313.0,1.0,4.0,2.0,2.0,2.0,4.0,2005.0,"4-bedroom, 2-bath home blends rustic character with refined finishes. Wrap-around porch with imported hardwood decking invites you to slow down and take in the peaceful forest surroundings."
condos,condo,920000.0,2522.0,3.0,3.0,3.0,3.0,3.0,2.0,2020.0,"Four-story luxury townhome offers approximately 2,522 sq ft of beautifully designed modern living. Located within walking distance to premier shopping, dining, and entertainment."
single_family,,1325000.0,2422.0,2.0,4.0,3.0,2.0,2.0,2.0,1973.0,"8, is situated on an oversized premium pie shaped lot. The home offers three generously sized secondary bedrooms along with a spacious primary suite. The private backyard is designed for relaxation and entertaining, featuring mature producing fruit trees, covered patio space, and a spa."
single_family,,3195000.0,3930.0,2.0,4.0,5.0,4.0,4.0,3.0,2016.0,"Stone-accented facade and elevated positioning set the tone. Chef's kitchen designed for both everyday living and effortless entertaining. Resort-style backyard with multiple seating areas, lush landscaping."
single_family,,899900.0,944.0,1.0,2.0,1.0,1.0,1.0,2.0,1942.0,"On a beautiful tree lined street, your home awaits. As you walk up, you will notice the peaceful tropical landscaped front lawn and potted plant porch. Both bedrooms have new carpet, base molding, light fixtures and hardware."
condos,condo,1099000.0,1440.0,4.0,3.0,3.0,3.0,3.0,2.0,2004.0,"Nestled in an exclusive, private wing of the community, this elevated corner unit is surrounded by windows on all four sides with no shared side walls. Offers the privacy of a single-family home with the added security, ease and amenities of condo living."
single_family,,849900.0,3572.0,1.0,5.0,3.0,3.0,3.0,3.0,2002.0,"Nestled on a spacious lot at the end of a quiet cul-de-sac, this unique property features a 2,772 sqft main residence and a fully permitted 820 sqft 1-bedroom, 1-bathroom GUEST. The main home welcomes you with a bright and open layout, complete with a spacious kitchen, generous living areas, and large windows that bring in natural light and mountain views."
single_family,,3450000.0,3456.0,1.0,4.0,4.0,2.0,3.0,2.0,1950.0,Located in the estate area this wonderful single-level traditional home has been in the same family for over offers an exceptional opportunity to create a very special custom residence.
single_family,,669950.0,2214.0,1.0,3.0,3.0,2.0,2.0,2.0,2013.0,"Located on a premium corner lot within the sought-after 55+ community, this well-maintained 3-bedroom home offers a thoughtfully designed layout. Owned solar enhances energy efficiency, and the HVAC system was replaced approximately two years ago. Recent improvements also include updated kitchen appliances, laminate flooring in main living areas, and newer carpeting in the bedrooms."
single_family,,749000.0,1901.0,1.0,3.0,2.0,2.0,2.0,2.0,2018.0,"Built in 2018, this meticulously crafted single-story home features an open-concept design that feels as pristine as the day it was completed. Designer finishes and custom details shine throughout, including wrought iron fencing, elegant millwork, and beautiful engineered hardwood flooring."
single_family,,2050000.0,2414.0,2.0,3.0,3.0,2.0,2.0,2.0,2010.0,"Located near schools, shopping, and major roads. Main-level bonus room, 2-car garage, and private backyard."
multi_family,,2750000.0,,,,,,,4.0,1946.0,"Two detached single-family residences on an expansive 7,503 sq. ft. lot. Both homes feature bright, airy interiors filled with abundant natural light, enhanced by distinctive custom stained-glass accents."
single_family,,774900.0,2095.0,1.0,3.0,2.0,2.0,2.0,3.0,1995.0,"Situated on a sprawling 10,000 sq ft lot with sweeping views and improved parking. 3-bedroom plus office home offers space, style, and an unbeatable location."
single_family,,1199988.0,2905.0,1.0,4.0,3.0,3.0,3.0,3.0,1999.0,"Nearly 2,905 square feet of thoughtfully designed living space unfolds. Features 4 spacious bedrooms, 3 full bathrooms, and a dedicated office."
single_family,,1100000.0,2868.0,2.0,3.0,3.0,3.0,3.0,2.0,1972.0,"Set on over one acre, this exceptional multi-home property offers privacy, versatility, and stunning natural surroundings. The 2-bedroom, 2-bath home features expansive ceilings and walls of windows that flood the space with natural light. The property also includes an attached ADU featuring 1 bedroom and 1 bathroom with its own private yard."
single_family,,1088000.0,2271.0,1.0,4.0,3.0,3.0,3.0,2.0,1955.0,"Four bedroom home in one of a most desirable neighborhoods. Offers exciting potential for a 5th or even 6th bedroom, dual primary suites, a home office, or multigenerational living. Private backyard features pool, above-ground spa, shuffleboard and basketball courts."
single_family,,1190000.0,1608.0,1.0,3.0,2.0,2.0,2.0,2.0,1954.0,"3-bedroom, 2-bath residence offers the perfect blend of comfort, convenience, and style. Situated on a 5,828-square-foot lot with 1,608 square feet of living space."
single_family,,1300000.0,1473.0,1.0,2.0,2.0,1.0,2.0,2.0,1941.0,"1941-built home combines traditional character with essential modern upgrades where they matter most. Located in a ""Very Walkable"" area, just a short stroll from the vibrant shops, cafes, and local favorites along."
single_family,,749000.0,1407.0,1.0,4.0,2.0,2.0,2.0,2.0,1960.0,"4-bedroom, 2-bath single-story home situated on a desirable corner lot. Recent upgrades include new interior and exterior paint, brand-new flooring throughout, and updated bathrooms. Detached bonus structure ideal for office, gym, or studio."
single_family,,515990.0,1794.0,2.0,3.0,3.0,2.0,2.0,2.0,2021.0,"3 bedroom 2.5 bath home in gated community with sparkling pool, park, and incredible views of the mountains. Upgraded vinyl plank flooring that flows seamlessly throughout the main level. This home also is equipped with solar panels for energy efficiency."
townhomes,townhouse,1699000.0,2320.0,2.0,4.0,3.0,2.0,2.0,2.0,2000.0,"4 bedrooms and 2.5 bathrooms across 2,320 sq ft of thoughtfully designed living space. With only two units on the lot, no HOA fee, and a private backyard for relaxing or entertaining."
single_family,,969950.0,1524.0,1.0,4.0,3.0,1.0,2.0,2.0,1961.0,"4-bedroom, 2.5-bathroom home in a desirable location. With thoughtful upgrades inside and out, this move-in-ready residence offers comfort, style, and functionality."
single_family,,3099000.0,3417.0,1.0,7.0,6.0,6.0,6.0,,2023.0,"The property totals over 3,400 square feet and includes a single-story main residence, a two-story ADU, and a Junior ADU. The main house features 3 bedrooms and 2 bathrooms with vaulted ceilings in the living area, custom lighting, and high-quality designer finishes throughout. The ADU is equipped with solar panels for improved energy efficiency."
single_family,,649000.0,1179.0,1.0,3.0,1.0,1.0,1.0,1.0,1953.0,"Located in the heart of this property offers tree lined streets, proximity to parks, shopping, and schools. The intuitive floor plan includes a large great room with a wood burning fireplace."
condos,condo,629000.0,877.0,1.0,2.0,2.0,2.0,2.0,1.0,1986.0,First-floor condo offers a bright and open living space. Living room opens through a glass door to a private outdoor patio overlooking a peaceful stream. Home boasts a one car detached garage for easy parking.
condos,condo,659000.0,2099.0,1.0,3.0,3.0,2.0,3.0,,1966.0,"1966 architectural home in historic Tamarisk Gardens where iconic mid-century meets modern design. Glass sliders frame dramatic western mountains while sunlight pours through skylights. Designed for both Relaxation and Entertaining, the flexible floor plan offers three en suite baths."
single_family,,799800.0,1858.0,2.0,4.0,3.0,3.0,3.0,2.0,1966.0,Charming storybook traditional located in a highly desirable neighborhood. Lovingly maintained by the same family for over 50 years. The home offers four bedrooms and two and a half bathrooms with inviting curb appeal.
single_family,,318000.0,1399.0,1.0,4.0,2.0,2.0,2.0,2.0,1988.0,"The home features 4 bedrooms and 2 bathrooms and includes an enclosed porch that was previously the front porch. The kitchen currently opens toward the outdoor space, offering flexibility for redesign."
condos,condo,599000.0,727.0,1.0,1.0,1.0,1.0,1.0,,1965.0,"1-bedroom, 1-bath residence seamlessly blends timeless style with modern comfort. Residents of enjoy an exceptional suite of full-service amenities, including a 24-hour doorman, valet and guest parking."
single_family,,1050000.0,1441.0,1.0,4.0,2.0,1.0,2.0,,1950.0,"upgraded property features a 3-bedroom, 1-bathroom front home with 1,076 sq ft of living space plus a fully permitted 365 sq ft garage conversion ADU. Located within the highly regarded and close to shopping, dining, and freeway access. Turnkey, versatile, and in a prime location - this one checks all the boxes."
single_family,,795000.0,2019.0,1.0,4.0,2.0,2.0,2.0,4.0,2006.0,"The home is situated on a corner lot in an established neighborhood. Updated throughout, this home blends modern comfort with timeless style. The backyard is an - enjoy a sparkling pool, an outdoor kitchen, and space to relax or host gatherings year round."
